user_input,retrieved_contexts,reference,context_recall,context_precision
ما هي الشروط والضوابط القانونية المرتبطة باستحقاق العاملة لإجازة الأمومة؟,"['يكون للعامله التي ترضع طفلها في خلال الاربعه والعشرين شهرا التاليه لتاريخ الوضع – فضلا عن مده الراحه المقرره – الحق في فترتين اخريين للرضاعه لا تقل كل منهما عن نصف ساعه ، وللعامله الحق في ضم هاتين الفترتين. وتحسب هاتان الفترتان الاضافيتان من ساعات العمل ولا يترتب عليهما اي تخفيض في الاجر.', 'من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل. (و) استخدام العامل لحقه في الاجازات.']",وفقًا للماده رقم 91 من قانون العمل المصرى، تستحق العاملة إجازة وضع لمدة تسعين يومًا شرط أن تقدم شهادة طبية توضح الحال الصحية وتاريخ الوضع المتوقع، إضافة إلى تقديم تعويض مادي لمدة الإجازة دون عمل في هذه الفترة.,0.0,0.0
ما هي التدابير التي يضعها القانون لضمان عدم التمييز بين العاملين فيما يتعلق بالأجور؟,"['يحظر التمييز في الاجور بسبب اختلاف الجنس او الاصل او اللغه او الدين او العقيده.', 'اليها ، يعرض الامر علي المجلس القومي للاجور لتقرير ما يراه ملاءما مع ظروفها في خلال ثلاثين يوما من تاريخ عرض الامر عليه. ويصدر رءيس مجلس الوزراء خلال ستين يوما من تاريخ العمل بهذا القانون قرارا بتشكيل هذا المجلس ويضم في عضويته الفءات الاتيه: ۱ - اعضاء بحكم وظاءفهم او خبراتهم. ۲ - اعضاء يمثلون']",وفقًا للماده رقم 35 من قانون العمل المصرى، يُحظر التمييز في الأجور بسبب اختلاف الجنس أو الأصل أو اللغة أو الدين أو العقيدة، مما يعني وجوب وضع قواعد عادلة تحكم التنظيم الداخلي للأجور داخل المنشأة لضمان الأمان المالي للعاملين.,0.5,0.9999999999
ما هي الحالات التي يمكن فيها للعامل أن يطلب أيام راحة مجمعة؟,"['استثناء من الحكم الوارد في الماده السابقه ، يجوز في الاماكن البعيده عن العمران وفي الاعمال التي تتطلبها طبيعه العمل او ظروف التشغيل فيها استمرار العمل تجميع الراحات الاسبوعيه المستحقه للعامل عن مده لا تتجاوز ثمانيه اسابيع ، وتحدد لاءحه تنظيم العمل والجزاءات قواعد الحصول علي الراحات الاسبوعيه المجمعه', 'تتجاوز ثمانيه اسابيع ، وتحدد لاءحه تنظيم العمل والجزاءات قواعد الحصول علي الراحات الاسبوعيه المجمعه ، وتضع المنشات التي يقل عدد عمالها عن عشره ، قواعد تنظيم الراحات الاسبوعيه المجمعه بها وفقا للقرارات التي تصدرها المنشاه. ويراعي في حساب مده الراحات الاسبوعيه المجمعه ان تبدا من ساعه وصول العمال الي']",وفقًا للماده رقم 84 من قانون العمل المصرى، يمكن للعاملين في الأماكن البعيدة عن العمران طلب أيام راحة مجمعة لمدة لا تزيد عن ثمانية أسابيع، شريطة أن تحدد لوائح تنظيم العمل قواعد استحقاق تلك الراحات وتجميعها.,1.0,0.99999999995
ما هو الإطار القانوني الأساسي لأجور العمال أثناء ساعات العمل الإضافية؟,"['المختصه بمبررات التشغيل الاضافي والمده اللازمه لاتمام العمل والحصول علي موافقه كتابيه منها. وفي هذه الحاله يستحق العامل بالاضافه الي اجره الاصلي اجرا عن ساعات التشغيل الاضافيه حسبما يتم الاتفاق عليه في عقد العمل الفردي او الجماعي ، بحيث لا يقل عن الاجر الذي يستحقه العامل مضافا اليه (35%) عن ساعات', 'في عقد العمل الفردي او الجماعي ، بحيث لا يقل عن الاجر الذي يستحقه العامل مضافا اليه (35%) عن ساعات العمل النهاريه ، و (70%) عن ساعات العمل الليليه. فاذا وقع التشغيل في يوم الراحه استحق العامل مثل اجره تعويضا عن هذا اليوم ، ويمنحه صاحب العمل يوما اخر عوضا عنه خلال الاسبوع التالي. وفي جميع الاحوال لا']",وفقًا للماده رقم 85 من قانون العمل المصرى، يستحق العامل أجرًا إضافيًا عن ساعات التشغيل الإضافية بنسبة لا تقل عن 35% من الأجر الأساسي للساعات النهارية و70% للساعات الليلية، بما يعزز أجور العمال في حالات العمل المتزايد.,0.5,0.99999999995
ما هي الإجراءات التي يجب اتباعها عند تقديم شكوى عمالية؟,"['او مشاركته في نشاط نقابي في نطاق ما تحدده القوانين. (\u200cج) ممارسه صفه ممثل العمال او سبق ممارسه هذه الصفه او السعي الي تمثيل العمال. (\u200cد) تقديم شكوي او اقامه دعوي ضد صاحب العمل او المشاركه في ذلك تظلما من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل.', 'بطلباته النهاءيه خلال ثلاثين يوما من اليوم التالي لتاريخ صدور الحكم بالتعويض المءقت اذا لم يكن قد سبق له ابداءها . وتقضي المحكمه العماليه للعامل بمبلغ التعويض النهاءي وفي باقي طلباته بعد ان تخصم المبالغ التي يكون العامل قد استوفاها تنفيذا للحكم الصادر بالتعويض المءقت . فاذا كان طلب فصل العامل بسبب']",وفقًا للماده رقم 70 من قانون العمل المصرى، يحق للعامل و صاحب العمل اللجوء للجنة تسوية المنازعات لتسوية الخلافات العمالية أولًا. إذا لم تتم التسوية خلال واحد وعشرين يوماً، يمكن للطرفين تحويل النزاع إلى المحكمة العمالية للفصل فيه.,0.0,0.9999999999
ما هي الإجراءات التي ينبغي اتباعها لتسوية النزاعات التي تبدأ من عدم الامتثال لقوانين العمل؟,"['من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل. (و) استخدام العامل لحقه في الاجازات.', 'اذا نشا نزاع فردي بين صاحب العمل والعامل في شان تطبيق احكام هذا القانون او اي من القوانين او اللواءح المنظمه لعلاقات العمل الفرديه فلاي منهما ان يطلب من لجنه – تشكل من : ممثل للجهه الاداريه المختصه (مقررا) ، وممثل للمنظمه النقابيه ، وممثل لمنظمه اصحاب الاعمال – خلال عشره ايام من تاريخ النزاع تسويته']",وفقًا للماده رقم 71 من قانون العمل المصري، تتبع المحكمة العمالية اختصاص تسوية النزاعات العمالية المترتبة على عدم الامتثال للقوانين. يتعين إعلام ممثلي النقابات عند النظر في النزاع لضمان أوسع مشاركة في عملية حل النزاع.,0.0,0.49999999995
ما هي الضوابط والإجراءات القانونية المفروضة عند تنظيم عملية نقل العامل من وظيفة إلى أخرى في التعاقب المهني؟,"['التاليين له طبقا لقواعد قوانين التامين الاجتماعي. ويلتزم صاحب العمل بنفقات تجهيز ونقل الجثمان الي الجهه التي استقدم العامل منها او الجهه التي تطلب اسرته نقله اليها.', 'يقوم به علي وجه مرض ، ويثبت وجود او عدم وجود العمل الاخر وفقا لاحكام قانون التامين الاجتماعي. واذا ثبت وجود هذا العمل الاخر كان علي صاحب العمل بناء علي طلب العامل ان ينقله الي ذلك العمل مع عدم الاخلال باحكام قانون التامين الاجتماعي .']",وفقاً للماده رقم 76 من قانون العمل المصري، لا يجوز لصاحب العمل تكليف العامل بعمل غير متفق عليه إلا في الضرورة ولأسباب خاصة، مع الحفاظ على حقوق العامل. تتطلب التغييرات تدريب العامل وتأهيله لضمان التوافق مع التطورات التقنية.,0.0,0.0
ما هي المتطلبات القانونية للحصول على الترخيص لشركات التوظيف داخل مصر؟,"['مع عدم الاخلال بالشروط التي يوجبها قانون شركات المساهمه والتوصيه بالاسهم والشركات ذات المسءوليه المحدوده ، يشترط للحصول علي الترخيص المنصوص عليه في الفقره (ه) من الماده (17) من هذا القانون ما ياتي: ۱ - ان يكون المءسسون واعضاء مجلس الاداره والمديرون المختصون بعمليات التشغيل من المصريين ولم يسبق الحكم', 'لصاحب العمل الاعلان عن الوظاءف الشاغره بمختلف وساءل الاعلام وان يعهد الي احد المكاتب الاستشاريه بدراسه الطلبات التي تقدم اليه وابداء الراي او التوصيه او المساعده بشان اختيار افضل المرشحين لهذه الوظاءف. ولا يجوز له تشغيل عمال عن طريق متعهد او مقاول توريد عمال. ويجوز للوزير المختص بقرار منه الترخيص']",وفقاً للماده رقم 22 من قانون العمل المصري، شركة التوظيف يجب أن تكون مملوكة بالكامل للمصريين. يشترط عدم وجود حكم بالمخالفة للشرف أو الأمانة على أعضاء الإدارة، وتقديم خطاب ضمان قدره مئة ألف جنيه مصري للتأكد من الامتثال للقواعد واللوائح.,0.0,0.9999999999
ما هي القيود القانونية التي تحدد مسؤولية العامل فيما يتعلق بإفساد أو إتلاف الممتلكات المملوكة من قبل صاحب العمل؟,"['من اخلال بالقوانين او اللواءح او عقود العمل. (ه) توقيع الحجز علي مستحقات العامل تحت يد صاحب العمل. (و) استخدام العامل لحقه في الاجازات.', 'اذا تسبب العامل بخطءه وبمناسبه عمله في فقد او اتلاف مهمات او الات او خامات او منتجات يملكها صاحب العمل او كانت في عهدته التزم باداء قيمه ما فقد او اتلف. ولصاحب العمل بعد اجراء التحقيق واخطار العامل ان يبدا باقتطاع المبلغ المذكور من اجره علي الا يزيد ما يقتطع لهذا الغرض علي اجر خمسه ايام في الشهر']",وفقاً للماده رقم 73 من قانون العمل المصري، العامل ملزم بتحمل تكلفة فقد أو إتلاف أدوات أو آلات خاصة بصاحب العمل. يتم اقتطاع التكاليف من أجره في حدود معينة بحسب التحقيق الموثق وإذا اقتضى الوضع تعويضً كاملاً عند إثبات السلوك السيء.,0.6666666666666666,0.49999999995
كيف ينظم القانون المصري نقل العامل من موقع عمل إلى آخر؟,"['يلتزم صاحب العمل بنقل العامل من الجهه التي تم التعاقد معه فيها الي مكان العمل ، كما يلتزم باعادته الي تلك الجهه خلال ثلاثه ايام من تاريخ انتهاء عقد العمل لاحد الاسباب المبينه في القانون ، الا اذا رفض العامل كتابه العوده خلال المده المذكوره. فاذا لم يقم صاحب العمل بذلك وجب علي الجهه الاداريه المختصه', 'يقوم به علي وجه مرض ، ويثبت وجود او عدم وجود العمل الاخر وفقا لاحكام قانون التامين الاجتماعي. واذا ثبت وجود هذا العمل الاخر كان علي صاحب العمل بناء علي طلب العامل ان ينقله الي ذلك العمل مع عدم الاخلال باحكام قانون التامين الاجتماعي .']",وفقًا للماده رقم 78 من قانون العمل المصرى، يجب على صاحب العمل نقل العامل من موقع التعاقد إلى مكان العمل، ويجب إعادته أيضًا بعد انتهاء العقد. في حال عدم قيام صاحب العمل بذلك، تتولى الجهة الإدارية المختصة إجراءات الإعادة على نفقته.,1.0,0.99999999995
ما هي الإجراءات القانونية التي تحدد الموقف من مخالفة العامل للتعليمات المُلزمة لسلامة العمل؟,"['جسيمه لصاحب العمل بشرط ان يبلغ صاحب العمل الجهات المختصه بالحادث خلال اربع وعشرين ساعه من وقت علمه بوقوعه. ۳ - اذا تكرر من العامل عدم مراعاه التعليمات اللازم اتباعها لسلامه العمال والمنشاه – بشرط ان تكون هذه التعليمات مكتوبه ومعلنه في مكان ظاهر – رغم التنبيه عليه كتابه بمراعاه ذلك. 4 - اذا تغيب', 'يلتزم العامل بان يستعمل وساءل الوقايه ويتعهد بالعنايه بما في حوزته منها وبتنفيذ التعليمات الصادره للمحافظه علي صحته و وقايته من حوادث العمل ، وعليه الا يرتكب اي فعل يقصد به منع تنفيذ التعليمات او اساءه استعمال الوساءل الموضوعه لحمايه وسلامه العمال المشتغلين معه او تغييرها او الحاق ضرر او تلف بها ،']",وفقًا للماده رقم 69 من قانون العمل المصرى، إذا تكرر من العامل عدم مراعاة التعليمات اللازمة لسلامة العمال والمنشأة، يمكن أن يُعتبر ذلك كخطأ جسيم يؤدي إلى فصله من العمل بعد أن يتم إشعاره كتابيًا بضرورة التصرف حسب الإرشادات.,1.0,0.99999999995
ما هو التوصيف القانوني للعمال المؤقتين وما هي الحدود المسموح بها لذلك النوع من العمل؟,"['من هذا الحكم العمال المشتغلون في اعمال متقطعه بطبيعتها والتي يحددها الوزير المختص بقرار منه بحيث لا تزيد مده تواجدهم علي اثنتي عشره ساعه في اليوم الواحد.', 'النقابيه المعنيه بكيفيه توزيعها علي العاملين وذلك بالتشاور مع الوزير المعني. (د) العمل المءقت : العمل الذي يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط وتقتضي طبيعه انجازه مده محدده ، او ينصب علي عمل بذاته وينتهي بانتهاءه. (ه) العمل العرضي : العمل الذي لا يدخل بطبيعته فيما يزاوله صاحب العمل من نشاط']",وفقًا للماده رقم 1 من قانون العمل المصرى، يُعتبر العمل المؤقت ذلك الذي ينتهي بانتهاء المهمة نفسها أو الوظيفة المتفق عليها والتي قد تتطلب زمنًا محددًا. يتم توضيح الشروط القانونية للعقود المؤقتة لتتناسب مع الاحتياجات المتغيرة للعامل وصاحب العمل.,0.5,0.99999999995
ما هي الالتزامات القانونية الملقاة على صاحب العمل فيما يخص تصميم لائحة الجزاءات داخل المنشأة؟,"['علي صاحب العمل قيد الجزاءات الماليه التي توقع علي العمال في سجل خاص ، مع بيان سبب توقيعها واسم العامل ومقدار اجره ، وان يفرد لها حسابا خاصا ، ويكون التصرف فيها طبقا لما يقرره الوزير المختص بالاتفاق مع الاتحاد العام لنقابات عمال مصر.', 'والجزاءات لكي يسترشد بها اصحاب الاعمال. وعلي صاحب العمل في حاله استخدام عشره عمال فاكثر ان يضع هذه اللاءحه في مكان ظاهر.']",وفقًا للماده رقم 58 من قانون العمل المصرى، يتوجب على صاحب العمل إعداد لائحة تنظيم العمل والجزاءات التأديبية، ويتعين تصديق الجهة الإدارية المختصة على هذه اللائحة لضمان تناسقها مع قوانين العمل وضمان حقوق جميع الأطراف المشاركة في عقد العمل.,0.0,0.99999999995
ما هي الشروط الخاصة التي يعتبرها القانون المصري في حال تشغيل النساء ساعات إضافية؟,"['يجب علي صاحب العمل في حاله تشغيله خمس عاملات فاكثر ان يعلق في امكنه العمل او تجمع العمال نسخه من نظام تشغيل النساء.', 'لصاحب العمل عدم التقيد بالاحكام الوارده بالمواد (80 ، 81 ، 82 ، 83 ، 84 ) من هذا القانون ، اذا كان التشغيل بقصد مواجهه ضرورات عمل غير عاديه او ظروف استثناءيه ويشترط في هذه الحالات ابلاغ الجهه الاداريه المختصه بمبررات التشغيل الاضافي والمده اللازمه لاتمام العمل والحصول علي موافقه كتابيه منها. وفي هذه']",وفقًا للماده رقم 88 من قانون العمل المصرى، تشترط قوانين العمل عدم تمييز تنفيذ ساعات العمل الإضافية بين الجنسين، مما يتطلب ضمان حقوق النساء في مسائل ساعات العمل بشكل عادل وفقًا للشروط المحددة للقانون، لحمايتها من استغلال العمل الإضافي.,0.0,0.99999999995
ما هي القوانين الحاكمة لتدريب العمالة المستدامة في مصر؟,"['(الماده الاولي) من قانون العمل المصري: يعمل باحكام قانون العمل المرافق.', '(الماده السادسه) من قانون العمل المصري: يستمر سريان القرارات التنفيذيه لقانون العمل الصادر بالقانون رقم 137 لسنه 1981 فيما لا يتعارض مع احكام القانون المرافق ،وذلك الي ان يصدر وزير القوي العامله والهجره القرارات المنفذه له في مده لا تجاوز تسعين يوما من تاريخ العمل به.']",وفقاً للمادة رقم 12 من قانون العمل المصري، يلزم كل قادر على العمل وراغب فيه تقديم طلب قيد اسمه في الجهة الإدارية المختصة متضمناً البيانات الخاصة به، ويسمح لصاحب العمل تدريب العامل وتأهيله عمل يتماشى مع التطور التقني في المنشأة.,0.0,0.0
ما هي المتطلبات المتعلقة بتسجيل عمال التملذة الصناعية والعمل بها في مصر؟,"['في هذا النشاط ، وتحديد السجلات التي يتعين امساكها واللازمه لمباشره عملها وقواعد القيد فيها والرقابه والتفتيش عليها ، والشروط الواجب توافرها في الاعلانات التي تنشر في جمهوريه مصر العربيه عن فرص العمل ، وكذلك تحديد اسلوب ووسيله اخطار الجهات المنصوص عليها في المادتين (17 ، 81) من هذا القانون باعتراض', 'للماده (140) من هذا القانون، وتثبت درجه مهارته في شهاده القيد. ولا يجوز تشغيل اي عامل الا اذا كان حاصلا علي هذه الشهاده.']",وفقاً للمادة رقم 13 من قانون العمل المصري، يُشترط وجود شهادة تحدد مستوى المهارة وترخيص ممارسة الحرفة، ولا يُسمح بتشغيل أي عامل بدون حيازته لهذه الشهادة لضمان الجودة والمهارة في العمل الموكل لعامل التملذة الصناعية.,1.0,0.99999999995
ما هي الإجراءات والضوابط التي تحكم تقديم العامل لشهادة قيد مهارته وموعد تقديمها للشركة؟,"['يلتزم صاحب العمل ان يعطي العامل دون مقابل عند انتهاء عقده وبناء علي طلبه شهاده يبين فيها تاريخ التحاقه بالخدمه وتاريخ انتهاءها ، ونوع العمل الذي كان يءديه، والمزايا التي كان يحصل عليها. وللعامل ان يحصل من صاحب العمل دون مقابل علي شهاده بتحديد خبرته وكفاءته المهنيه وذلك اثناء سريان العقد وفي نهايته.', 'للماده (140) من هذا القانون، وتثبت درجه مهارته في شهاده القيد. ولا يجوز تشغيل اي عامل الا اذا كان حاصلا علي هذه الشهاده.']",وفقًا للماده رقم 12 من قانون العمل المصرى، يجب على العامل تقديم الطلب لقيد اسمه بالجهة الإدارية مع شهادة تحدد مستوى المهارة. إذا لم يكن المرشح حاصلاً على الشهادة، يجب عليه تقديم ما يثبت خلال خمسة عشر يومًا من بدء العمل.,0.0,0.99999999995
ما هي التعليمات القانونية المنظمة للإعلانات الوظيفية للوظائف الشاغرة بالمؤسسات؟,"['لصاحب العمل الاعلان عن الوظاءف الشاغره بمختلف وساءل الاعلام وان يعهد الي احد المكاتب الاستشاريه بدراسه الطلبات التي تقدم اليه وابداء الراي او التوصيه او المساعده بشان اختيار افضل المرشحين لهذه الوظاءف. ولا يجوز له تشغيل عمال عن طريق متعهد او مقاول توريد عمال. ويجوز للوزير المختص بقرار منه الترخيص', 'في هذا النشاط ، وتحديد السجلات التي يتعين امساكها واللازمه لمباشره عملها وقواعد القيد فيها والرقابه والتفتيش عليها ، والشروط الواجب توافرها في الاعلانات التي تنشر في جمهوريه مصر العربيه عن فرص العمل ، وكذلك تحديد اسلوب ووسيله اخطار الجهات المنصوص عليها في المادتين (17 ، 81) من هذا القانون باعتراض']",وفقًا للماده رقم 16 من قانون العمل المصرى، يمكن لصاحب العمل الإعلان عن الوظائف الشاغرة بمختلف وسائل الإعلام كما تنص القوانين واللوائح الخاصة بالمؤسسات، بشرط ألا تعمل من خلال متعهد أو مقاول توريد عمال دون اللجوء للاستشارات المطلوبة أو الترخيص المناسب.,0.6666666666666666,0.99999999995
ما هي الفئات القانونية المسؤولة عن تقديم الدعم للعمال الذين يحتاجون إلى تدريب متخصص في الحرف؟,"['اذا كان الراغب في العمل يمارس حرفه من الحرف التي يصدر بها قرار من الوزير المختص المشار اليها في الماده (139) من هذا القانون وجب عليه ان يرفق بطلب القيد شهاده تحدد مستوي مهارته وترخيص مزاوله الحرفه طبقا للماده (140) من هذا القانون، وتثبت درجه مهارته في شهاده القيد. ولا يجوز تشغيل اي عامل الا اذا كان', 'تلتزم الجهه التي تزاول عمليات التدريب المهني ان تمنح المتدرب شهاده تفيد اجتيازه البرنامج التدريبي الذي عقدته وتبين المستويالذي بلغه. ويحدد بقرار من الوزير المختص البيانات الاخري التي تدون في هذه الشهاده ، وكذلك الاحكام الخاصه بقياس مستوي المهاره والجهات التي تختص بتحديد هذا المستوي ، والحرف التي']",وفقًا للماده رقم 11 من قانون العمل المصرى، يتم تحديد البرامج التي توفرها اللجنة العليا لتخطيط واستخدام القوى العاملة، والتي تشمل توفير التدريب والتوجيه للعمال داخل وخارج مصر بالتنسيق مع المؤسسات ذات العلاقة والقوى العاملة لتحقيق الكفاءة والتطوير المهني.,0.0,0.0
ما هي الحالات التي يجب فيها على صاحب العمل إيقاف العامل بسبب قضية جنائية؟,"['اذا اتهم العامل بارتكاب جنايه او بارتكاب جنحه مخله بالشرف او الامانه او الاداب العامه او اتهم بارتكاب اي جنحه داخل داءره العمل جاز لصاحب العمل وقفه مءقتا، وعليه ان يعرض الامر علي اللجنه المشار اليها في الماده (71) من هذا القانون خلال ثلاثه ايام من تاريخ الوقف. وعلي اللجنه ان تبت في الحاله المعروضه', 'لصاحب العمل ان يوقف العامل عن عمله مءقتا لمده لا تزيد علي ستين يوما مع صرف اجره كاملا اذا اقتضت مصلحه التحقيق ذلك او طلب من اللجنه المشار اليها في الماده (71)من هذا القانون فصله من الخدمه.']",وفقًا للماده رقم 67 من قانون العمل المصرى، يحق لصاحب العمل تعليق العامل إذا وُجه ضده اتهام جنائي يتعلق بالشرف أو الأمانة أو جنحة في موقع العمل. يجب عرض الأمر على اللجنة العمالية، ويُستحق للعامل النصف من الأجر حتى تتخذ اللجنة قرارها بشأن الموقف.,0.6666666666666666,0.99999999995
ما هي الآليات القانونية لتنظيم فترات الراحة للعمال أثناء فترات العمل المتتالية؟,"['يجب تنظيم ساعات العمل وفترات الراحه بحيث لا تتجاوز الفتره بين بدايه ساعات العمل ونهايتها اكثر من عشر ساعات في اليوم الواحد وتحسب فتره الراحه من ساعات التواجد اذا كان العامل اثناءها في مكان العمل. ويستثني من هذا الحكم العمال المشتغلون في اعمال متقطعه بطبيعتها والتي يحددها الوزير المختص بقرار منه بحيث', 'يجب ان تتخلل ساعات العمل فتره او اكثر لتناول الطعام والراحه لا تقل في مجموعها عن ساعه ، وان يراعي في تحديد هذه الفتره الا يعمل العامل اكثر من خمس ساعات متصله. وللوزير المختص ان يحدد بقرار منه الحالات او الاعمال التي يتحتم – لاسباب فنيه او لظروف التشغيل – استمرار العمل فيها دون فتره راحه كما يحدد']",وفقاً للماده رقم 81 من قانون العمل المصري، لا يجوز تنظيم ساعات العمل لبشكل يزيد عن خمس ساعات متصلة، ويشترط أن تتخللها فترة أو أكثر للراحة لا تقل عن ساعة، مما يضمن استراحة كافية للعمال خلال فترات العمل اليومي.,1.0,0.99999999995
كيف تؤثر المادة رقم 5 من قانون العمل على العلاقات في مكان العمل؟,"['يعتبر هذا القانون ، القانون العام الذي يحكم علاقات العمل ، وذلك مع مراعاه اتفاقيات العمل الجماعيه واحكام الماده ( 5) من هذا القانون.', '(الماده الرابعه) من قانون العمل المصري: لا تخل احكام القانون المرافق بحقوق العمال السابق لهم الحصول عليها من اجور ومزايا مستمده من احكام القوانين واللواءح والنظم والاتفاقيات والقرارات الداخليه السابقه علي العمل باحكامه.']",وفقًا للماده رقم 5 من قانون العمل المصرى، يُعتبر باطلاً أي شرط أو اتفاق يهدف إلى انتقاص حقوق العامل، ويشدد القانون على استمرارية شروطٍ تكون أكثر فائدة للعمال ولتحسين العلاقات في بيئة العمل وحفظ الحقوق.,0.5,0.9999999999
ما هي الضوابط التي يفرضها القانون على تقديم الشكاوى المتعلقة بظروف العمل غير الآمنة؟,"['وتحدد هذه القرارات القواعد التي تتبع في هذا الشان. وتختص اللجان المشار اليها ببحث ظروف العمل واسباب الحوادث والاصابات والامراض المهنيه وغيرها ووضع القواعد الاحتياطات الكفيله بمنعها ، وتكون قرارات هذه اللجان ملزمه للمنشات وفروعها. ويجب ان يشمل التدريب العاملين بالجهاز الوظيفي للسلامه والصحه المهنيه', 'جسيمه لصاحب العمل بشرط ان يبلغ صاحب العمل الجهات المختصه بالحادث خلال اربع وعشرين ساعه من وقت علمه بوقوعه. ۳ - اذا تكرر من العامل عدم مراعاه التعليمات اللازم اتباعها لسلامه العمال والمنشاه – بشرط ان تكون هذه التعليمات مكتوبه ومعلنه في مكان ظاهر – رغم التنبيه عليه كتابه بمراعاه ذلك. 4 - اذا تغيب']",وفقًا للماده رقم 56 من قانون العمل المصري، يجب على العامل تقديم الشكوى مباشرة لصاحب العمل، وإذا لم تتم المعالجه، يجب تصعيد الأمر إلى الجهة الإدارية المختصة. يتم تنظيم متطلبات الثقة في تقديم الشكاوى لضمان حماية العمال وبيئة عمل آمنة.,0.0,0.9999999999
كيف يعتبر القانون المصري تنظيم تشغيل الأطفال ومنع استخدامهم في الأعمال المحظورة؟,"['يصدر الوزير المختص قرارا بتحديد نظام تشغيل الاطفال والظروف والشروط والاحوال التي يتم فيها التشغيل ، وكذلك الاعمال والمهن والصناعات التي يحظر تشغيلهم فيها وفقا لمراحل السن المختلفه.', 'يحظر تشغيل الاطفال من الاناث والذكور قبل بلوغهم سن اتمام التعليم الاساسي ، او اربع عشره سنه ايهما اكبر ، ومع ذلك يجوز تدريبهم متي بلغت سنهم اثنتي عشره سنه.']",وفقًا للماده رقم 99 من قانون العمل المصرى، يُحظر تشغيل الأطفال قبل بلوغ سن التعليم الأساسي أو الرابع عشر عامًا، وتضع اللوائح الشروط اللازمة لضمان عدم تشغيلهم في الأعمال الممنوعة لتحقيق حماية قانونية واجتماعية لهم.,0.5,0.99999999995
ما هي الأسس والضوابط المفروضة لتحديد الأجر اليومي للعامل وفقًا لقانون العمل المصري؟,"['(الماده الرابعه) من قانون العمل المصري: لا تخل احكام القانون المرافق بحقوق العمال السابق لهم الحصول عليها من اجور ومزايا مستمده من احكام القوانين واللواءح والنظم والاتفاقيات والقرارات الداخليه السابقه علي العمل باحكامه.', 'في احدي الحرف المبينه بالقرار الوزاري المشار اليه بالفقره السابقه ، الا اذا كان العامل حاصلا علي الترخيص المذكور. ويحدد بقرار من الوزير المختص ، بعد اخذ راي التنظيم النقابي ، شروط وقواعد واجراءات منح الترخيص والرسم المقرر له بما لا يجاوز اربعين جنيها ، وحالات الاعفاء منه.']",وفقًا للماده رقم 39 من قانون العمل المصرى، يتم حساب متوسط الأجر اليومي لعمال الإنتاج أو الذين يتقاضون عمولة بناءً على متوسط ما تلقوه خلال السنة الأخيرة أو مدة اشتغالهم مقسومًا على أيام العمل الفعلية، مما يضمن الأجر العادل.,0.0,0.0
ما هي المسؤوليات الملقاة على صاحب العمل في حالة تدهور الأوضاع المالية وعدم قدرته على دفع الأجور؟,"['التاليين له طبقا لقواعد قوانين التامين الاجتماعي. ويلتزم صاحب العمل بنفقات تجهيز ونقل الجثمان الي الجهه التي استقدم العامل منها او الجهه التي تطلب اسرته نقله اليها.', 'المعتاد. (\u200cب) ان ينفذ اوامر وتعليمات صاحب العمل الخاصه بتنفيذ الواجبات التي تدخل في نطاق العمل المنوط به ، اذا لم يكن في هذه الاوامر والتعليمات ما يخالف العقد او القانون او اللواءح او الاداب العامه ولم يكن في تنفيذها ما يعرض للخطر. (\u200cج) ان يحافظ علي مواعيد العمل ، وان يتبع الاجراءات المقرره في حاله']",وفقًا للماده رقم 7 من قانون العمل المصرى، تعتبر المستحقات للعامل ذات امتياز في جميع الأموال الخاصة بالمدين، ويجب أن تستلم بعد المصروفات القضائية والخزانة العامة. يجب أن يعطى الأجر للعامل قبل غيره لضمان سلامته المالية، حتى في حالات الإفلاس أو التصفية.,0.0,0.0
كيف يمكن للجان التفاوض الجماعي تحقيق توازن بين الأجور والأسعار داخل الصناعة الواحدة؟,"['تكون المفاوضه الجماعيه علي مستوي المنشاه او فرع النشاط او المهنه او الصناعه كما تكون علي المستوي الاقليمي او القومي.', '(ج)دراسه الموضوعات ذات الصله بالعلاقات المهنيه والانتاجيه علي المستوي القومي. (د)اقتراح وساءل توثيق التعاون بين منظمات العمال ومنظمات اصحاب الاعمال. (ه)اقتراح الحلول المناسبه لاتقاء منازعات العمل الجماعيه علي المستوي القومي ، وعلي الاخص في الازمات الاقتصاديه التي تءدي الي توقف بعض المشروعات عن']",وفقاً للمادة رقم 34 من قانون العمل المصري، يتم إنشاء مجلس قومي للأجور برئاسة وزير التخطيط حيث يهدف إلى وضع الحد الأدنى للأجور وتحقيق التوازن بين الأجور والأسعار، مما يشير إلى دور التعاون بين منظمات العمال وأصحاب الأعمال في تحديد المعايير العادلة في الصناعة.,0.5,0.0
